1738336106.054000, 268564697, 288243592101958912.000000, 0
1738336106.154000, 268564697, 288243592101958912.000000, 0
1738336106.254000, 268564697, 288243592101958912.000000, 0
1738336106.354000, 268564697, 288243592101958912.000000, 0
1738336106.454000, 268564697, 288243592101958912.000000, 0
1738336106.554000, 268564697, 288243592101958912.000000, 0
1738336106.654000, 268564697, 288243592101958912.000000, 0
1738336106.754000, 268564697, 288243592118736128.000000, 0
1738336106.854000, 268564697, 288243592101958912.000000, 0
1738336106.953990, 268564697, 288243592101958912.000000, 0
1738336107.053990, 268564697, 288243592101958656.000000, 0
1738336107.153990, 268564697, 288243592101958656.000000, 0
1738336107.253990, 268564697, 288243592101958656.000000, 0
1738336107.353990, 268564697, 288243592101958912.000000, 0
1738336107.453990, 268564697, 288243592101958912.000000, 0
1738336107.553990, 268564697, 288243592101958912.000000, 0
1738336107.653990, 268564697, 288243592101958912.000000, 0
1738336107.753990, 268564697, 288243592101958912.000000, 0
1738336107.853990, 268564697, 288243592101958912.000000, 0
1738336107.953990, 268564697, 288243592101958912.000000, 0
1738336108.053990, 268564697, 288243592101958912.000000, 0
1738336108.153980, 268564697, 288243592101958656.000000, 0
1738336108.253980, 268564697, 288243592101958912.000000, 0
1738336108.353980, 268564697, 288243592101958912.000000, 0
1738336108.453980, 268564697, 288243592101958912.000000, 0
1738336108.553980, 268564697, 288243592101958912.000000, 0
1738336108.653980, 268564697, 288243592101958912.000000, 0
1738336108.753980, 268564697, 288243592101958912.000000, 0
1738336108.853980, 268564697, 288243592101958912.000000, 0
1738336108.953980, 268564697, 288243592101958912.000000, 0
1738336109.053980, 268564697, 288243592101958912.000000, 0
1738336109.153980, 268564697, 288243592101958912.000000, 0
1738336109.253970, 268564697, 288243592101958912.000000, 0
1738336109.353970, 268564697, 288243592101958912.000000, 0
1738336109.453970, 268564697, 288243592101958912.000000, 0
1738336109.553970, 268564697, 288243592101958912.000000, 0
1738336109.653970, 268564697, 288243592101958912.000000, 0
1738336109.753970, 268564697, 288243592101958656.000000, 0
1738336109.853970, 268564697, 288243592101958912.000000, 0
1738336109.953970, 268564697, 288243592101958912.000000, 0
1738336110.053970, 268564697, 288243592101958912.000000, 0
1738336110.153970, 268564697, 288243592101958912.000000, 0
1738336110.253970, 268564697, 288243592101958912.000000, 0
1738336110.353970, 268564697, 288243592101958912.000000, 0
1738336110.453970, 268564697, 288243592101958912.000000, 0
1738336110.553970, 268564697, 288243592101958912.000000, 0
1738336110.653960, 268564697, 288243592101958912.000000, 0
1738336110.753960, 268564697, 288243592101958912.000000, 0
1738336110.853960, 268564697, 288243592101958912.000000, 0
1738336110.953960, 268564697, 288243592101958912.000000, 0
1738336111.053960, 268564697, 288243592101958912.000000, 0
1738336111.153960, 268564697, 288243592101958912.000000, 0
1738336111.253960, 268564697, 288243592101958912.000000, 0
1738336111.353960, 268564697, 288243592101958656.000000, 0
1738336111.453960, 268564697, 288243592101958912.000000, 0
1738336111.553960, 268564697, 288243592101958912.000000, 0
1738336111.653960, 268564697, 288243592101958912.000000, 0
1738336111.753960, 268564697, 288243592101958912.000000, 0
1738336111.853960, 268564697, 288243592101958912.000000, 0
1738336111.953960, 268564697, 288243592101958912.000000, 0
1738336112.053950, 268564697, 288243592101958912.000000, 0
1738336112.153950, 268564697, 288243592101958912.000000, 0
1738336112.253950, 268564697, 288243592101958912.000000, 0
1738336112.353950, 268564697, 288243592101958912.000000, 0
1738336112.453950, 268564697, 288243592101958656.000000, 0
1738336112.553950, 268564697, 288243592101958912.000000, 0
1738336112.653950, 268564697, 288243592101958912.000000, 0
1738336112.753950, 268564697, 288243592101958912.000000, 0
1738336112.853950, 268564697, 288243592101958912.000000, 0
1738336112.953950, 268564697, 288243592101958912.000000, 0
1738336113.053940, 268564697, 288243592101958912.000000, 0
1738336113.153940, 268564697, 288243592101958912.000000, 0
1738336113.253940, 268564697, 288243592101958656.000000, 0
1738336113.353940, 268564697, 288243592101958656.000000, 0
1738336113.453940, 268564697, 288243592101958656.000000, 0
1738336113.553940, 268564697, 288243592118736128.000000, 0
1738336113.653940, 268564697, 288243592101958912.000000, 0
1738336113.753940, 268564697, 288243592101958912.000000, 0
1738336113.853940, 268564697, 288243592101958912.000000, 0
1738336113.953940, 268564697, 288243592101958912.000000, 0
1738336114.053940, 268564697, 288243592101958912.000000, 0
1738336114.153940, 268564697, 288243592101958912.000000, 0
1738336114.253940, 268564697, 288243592101958912.000000, 0
1738336114.353940, 268564697, 288243592101958912.000000, 0
1738336114.453930, 268564697, 288243592101958912.000000, 0
1738336114.553930, 268564697, 288243592101958912.000000, 0
1738336114.653930, 268564697, 288243592118736128.000000, 0
1738336114.753930, 268564697, 288243592101958912.000000, 0
1738336114.853930, 268564697, 288243592101958912.000000, 0
1738336114.953930, 268564697, 288243592101958656.000000, 0
1738336115.053930, 268564697, 288243592101958656.000000, 0
1738336115.153930, 268564697, 288243592118736128.000000, 0
1738336115.253930, 268564697, 288243592101958912.000000, 0
1738336115.353930, 268564697, 288243592101958912.000000, 0
1738336115.453930, 268564697, 288243592101958912.000000, 0
1738336115.553920, 268564697, 288243592101958912.000000, 0
1738336115.653920, 268564697, 288243592101958912.000000, 0
1738336115.753920, 268564697, 288243592101958912.000000, 0
1738336115.853920, 268564697, 288243592101958912.000000, 0
1738336115.953920, 268564697, 288243592101958912.000000, 0
1738336116.053920, 268564697, 288243592101958656.000000, 0
1738336116.153920, 268564697, 288243592101958912.000000, 0
1738336116.253920, 268564697, 288243592101958912.000000, 0
1738336116.353920, 268564697, 288243592101958912.000000, 0
1738336116.453920, 268564697, 288243592101958912.000000, 0
1738336116.553920, 268564697, 288243592101958656.000000, 0
1738336116.653920, 268564697, 288243592101958656.000000, 0
1738336116.753920, 268564697, 288243592101958912.000000, 0
1738336116.853910, 268564697, 288243592101958912.000000, 0
1738336116.953910, 268564697, 288243592101958912.000000, 0
1738336117.053910, 268564697, 288243592101958912.000000, 0
1738336117.153910, 268564697, 288243592101958912.000000, 0
1738336117.253910, 268564697, 288243592101958912.000000, 0
1738336117.353910, 268564697, 288243592101958912.000000, 0
1738336117.453910, 268564697, 288243592101958912.000000, 0
1738336117.553910, 268564697, 288243592101958912.000000, 0
1738336117.653910, 268564697, 288243592101958656.000000, 0
1738336117.753910, 268564697, 288243592101958912.000000, 0
1738336117.853910, 268564697, 288243592101958912.000000, 0
1738336117.953910, 268564697, 288243592101958912.000000, 0
1738336118.053910, 268564697, 288243592101958912.000000, 0
1738336118.153900, 268564697, 288243592101958656.000000, 0
1738336118.253900, 268564697, 288243592101958912.000000, 0
1738336118.353900, 268564697, 288243592101958912.000000, 0
1738336118.453900, 268564697, 288243592101958912.000000, 0
1738336118.553900, 268564697, 288243592101958912.000000, 0
1738336118.653900, 268564697, 288243592101958912.000000, 0
1738336118.753900, 268564697, 288243592101958912.000000, 0
1738336118.853900, 268564697, 288243592101958912.000000, 0
1738336118.953900, 268564697, 288243592101958912.000000, 0
1738336119.053900, 268564697, 288243592101958912.000000, 0
1738336119.153900, 268564697, 288243592101958912.000000, 0
1738336119.253900, 268564697, 288243592101958656.000000, 0
1738336119.353890, 268564697, 288243592101958912.000000, 0
